# BUSCO version is: 5.5.0 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
33317at4891	Complete	h1tg000012l_path:682910-682083	682910	682083	-	170.0	226	https://www.orthodb.org/v10?query=33317at4891	SWR1-complex protein 5
33343at4891	Complete	h1tg000008l_path:55435-54929	55435	54929	-	233.5	140	https://www.orthodb.org/v10?query=33343at4891	6,7-dimethyl-8-ribityllumazine synthase
33349at4891	Complete	h1tg000008l_path:643201-643725	643201	643725	+	218.6	147	https://www.orthodb.org/v10?query=33349at4891	NUDIX hydrolase domain
33351at4891	Complete	h1tg000014l_path:1366741-1366190	1366741	1366190	-	294.8	166	https://www.orthodb.org/v10?query=33351at4891	Guanylate kinase
33356at4891	Complete	h1tg000001l_path:141513-140869	141513	140869	-	316.8	166	https://www.orthodb.org/v10?query=33356at4891	ras-domain-containing protein
33361at4891	Complete	h1tg000014l_path:583431-582875	583431	582875	-	170.8	129	https://www.orthodb.org/v10?query=33361at4891	protein-tyrosine phosphatase
33386at4891	Complete	h1tg000012l_path:480912-480433	480912	480433	-	111.8	105	https://www.orthodb.org/v10?query=33386at4891	Cytochrome B pre-mRNA-processing protein 6
33387at4891	Complete	h1tg000017l_path:244367-243921	244367	243921	-	108.7	118	https://www.orthodb.org/v10?query=33387at4891	Actin-related protein 2/3 complex subunit 5
33397at4891	Complete	h1tg000014l_path:1145110-1145901	1145110	1145901	+	271.7	233	https://www.orthodb.org/v10?query=33397at4891	P-loop containing nucleoside triphosphate hydrolase protein
33398at4891	Complete	h1tg000017l_path:47510-46965	47510	46965	-	199.1	138	https://www.orthodb.org/v10?query=33398at4891	Cytochrome c oxidase assembly factor 1
33429at4891	Complete	h1tg000002l_path:533158-533964	533158	533964	+	197.4	173	https://www.orthodb.org/v10?query=33429at4891	putative membrane protein
33444at4891	Complete	h1tg000008l_path:474840-473914	474840	473914	-	130.0	175	https://www.orthodb.org/v10?query=33444at4891	metal ion transmembrane transporter activity
33503at4891	Complete	h1tg000005l_path:392088-391297	392088	391297	-	100.6	161	https://www.orthodb.org/v10?query=33503at4891	Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain
33522at4891	Complete	h1tg000009l_path:730302-729724	730302	729724	-	159.5	122	https://www.orthodb.org/v10?query=33522at4891	Putative mitochondrial outer membrane protein
33531at4891	Complete	h1tg000004l_path:599875-599387	599875	599387	-	67.4	133	https://www.orthodb.org/v10?query=33531at4891	Ribosomal protein L20, mitochondrial
33542at4891	Complete	h1tg000016l_path:129936-130900	129936	130900	+	227.6	164	https://www.orthodb.org/v10?query=33542at4891	Vacuolar protein sorting-associated protein 29
33557at4891	Complete	h1tg000007l_path:881319-882312	881319	882312	+	337.0	279	https://www.orthodb.org/v10?query=33557at4891	SNARE
33577at4891	Complete	h1tg000014l_path:790284-791717	790284	791717	+	464.8	394	https://www.orthodb.org/v10?query=33577at4891	Cdc37
33590at4891	Complete	h1tg000017l_path:62739-61025	62739	61025	-	439.4	423	https://www.orthodb.org/v10?query=33590at4891	Zinc finger, Mcm10/DnaG-type
33600at4891	Complete	h1tg000009l_path:277869-276505	277869	276505	-	264.6	314	https://www.orthodb.org/v10?query=33600at4891	Ribosome biogenesis protein NOP53
33603at4891	Complete	h1tg000012l_path:113274-112816	113274	112816	-	207.3	124	https://www.orthodb.org/v10?query=33603at4891	peptidyl-tRNA hydrolase
33608at4891	Complete	h1tg000009l_path:665397-662323	665397	662323	-	237.8	665	https://www.orthodb.org/v10?query=33608at4891	Autophagy-related protein 11
33646at4891	Complete	h1tg000006l_path:585235-584273	585235	584273	-	336.2	233	https://www.orthodb.org/v10?query=33646at4891	cyclin-like protein
33647at4891	Complete	h1tg000008l_path:447130-446552	447130	446552	-	120.1	95	https://www.orthodb.org/v10?query=33647at4891	Zinc finger, PHD-type
33667at4891	Complete	h1tg000014l_path:630128-630490	630128	630490	+	224.5	114	https://www.orthodb.org/v10?query=33667at4891	ubiquitin-conjugating enzyme
33668at4891	Complete	h1tg000005l_path:340932-341417	340932	341417	+	149.6	116	https://www.orthodb.org/v10?query=33668at4891	Mitochondrial inner membrane protease subunit
33683at4891	Complete	h1tg000017l_path:343620-342988	343620	342988	-	155.7	161	https://www.orthodb.org/v10?query=33683at4891	26S Proteasome non-ATPase regulatory subunit 9
33709at4891	Complete	h1tg000014l_path:371200-371682	371200	371682	+	140.9	111	https://www.orthodb.org/v10?query=33709at4891	Phosphatidylglycerol/phosphatidylinositol transfer protein
33718at4891	Complete	h1tg000009l_path:476283-475786	476283	475786	-	100.6	80	https://www.orthodb.org/v10?query=33718at4891	MIOREX complex component 11
33738at4891	Complete	h1tg000003l_path:334134-335547	334134	335547	+	402.7	334	https://www.orthodb.org/v10?query=33738at4891	Mitochondrial import inner membrane translocase subunit TIM54
33753at4891	Complete	h1tg000008l_path:761824-761387	761824	761387	-	167.2	114	https://www.orthodb.org/v10?query=33753at4891	RNA polymerase
33763at4891	Complete	h1tg000012l_path:768087-768524	768087	768524	+	118.7	82	https://www.orthodb.org/v10?query=33763at4891	Ribosomal protein L27/L41, mitochondrial
33809at4891	Complete	h1tg000009l_path:125978-126400	125978	126400	+	166.8	115	https://www.orthodb.org/v10?query=33809at4891	Protein PBDC1
33842at4891	Complete	h1tg000004l_path:49822-49046	49822	49046	-	152.1	207	https://www.orthodb.org/v10?query=33842at4891	Proteasome assembly chaperone 2
33875at4891	Complete	h1tg000002l_path:640568-639972	640568	639972	-	143.9	123	https://www.orthodb.org/v10?query=33875at4891	Prefoldin subunit 3
33887at4891	Complete	h1tg000014l_path:1055187-1055807	1055187	1055807	+	227.2	169	https://www.orthodb.org/v10?query=33887at4891	Mitochondrial homologous recombination protein 1
33944at4891	Missing
33952at4891	Complete	h1tg000015l_path:156894-157568	156894	157568	+	192.2	189	https://www.orthodb.org/v10?query=33952at4891	Nucleolar protein 16
33993at4891	Complete	h1tg000009l_path:444943-445380	444943	445380	+	204.9	104	https://www.orthodb.org/v10?query=33993at4891	Glutaredoxin
33999at4891	Complete	h1tg000002l_path:150363-149902	150363	149902	-	163.3	104	https://www.orthodb.org/v10?query=33999at4891	Cytochrome c oxidase, subunit Vb
34011at4891	Complete	h1tg000004l_path:438032-438792	438032	438792	+	303.3	187	https://www.orthodb.org/v10?query=34011at4891	Snf7 family
34017at4891	Complete	h1tg000007l_path:883313-882594	883313	882594	-	217.4	177	https://www.orthodb.org/v10?query=34017at4891	Snf7 family
34026at4891	Complete	h1tg000002l_path:1051797-1050988	1051797	1050988	-	287.0	206	https://www.orthodb.org/v10?query=34026at4891	Protein PXR1
34037at4891	Complete	h1tg000007l_path:576990-577679	576990	577679	+	234.0	165	https://www.orthodb.org/v10?query=34037at4891	Protein MSF1
34052at4891	Complete	h1tg000003l_path:573034-573597	573034	573597	+	93.1	114	https://www.orthodb.org/v10?query=34052at4891	Ran-interacting Mog1 protein
34069at4891	Complete	h1tg000016l_path:184536-185162	184536	185162	+	185.6	160	https://www.orthodb.org/v10?query=34069at4891	Ribosome recycling factor
34109at4891	Missing
34113at4891	Complete	h1tg000014l_path:1490972-1492288	1490972	1492288	+	423.8	367	https://www.orthodb.org/v10?query=34113at4891	RNA polymerase II-associated protein 1, C-terminal
34138at4891	Complete	h1tg000008l_path:760389-761216	760389	761216	+	141.1	177	https://www.orthodb.org/v10?query=34138at4891	Domain of unknown function DUF2407 C-terminal
34147at4891	Complete	h1tg000003l_path:581463-580285	581463	580285	-	199.2	253	https://www.orthodb.org/v10?query=34147at4891	Altered inheritance of mitochondria protein 24, mitochondrial
34170at4891	Complete	h1tg000014l_path:1073410-1072704	1073410	1072704	-	186.9	132	https://www.orthodb.org/v10?query=34170at4891	HIT-like protein
34188at4891	Complete	h1tg000009l_path:150586-151299	150586	151299	+	99.9	152	https://www.orthodb.org/v10?query=34188at4891	Leucine-rich repeat
34235at4891	Complete	h1tg000008l_path:781482-782102	781482	782102	+	158.0	151	https://www.orthodb.org/v10?query=34235at4891	Dihydrofolate reductase
34291at4891	Complete	h1tg000006l_path:264362-263625	264362	263625	-	184.1	159	https://www.orthodb.org/v10?query=34291at4891	NAD(P)H-hydrate epimerase
34294at4891	Complete	h1tg000013l_path:69941-68630	69941	68630	-	77.9	200	https://www.orthodb.org/v10?query=34294at4891	CAP Gly-rich domain
34307at4891	Complete	h1tg000013l_path:63210-62785	63210	62785	-	181.5	119	https://www.orthodb.org/v10?query=34307at4891	methionine sulfoxide reductase B
34318at4891	Complete	h1tg000002l_path:637777-637304	637777	637304	-	140.9	124	https://www.orthodb.org/v10?query=34318at4891	Mitochondrial ribosomal protein MRPL25
34341at4891	Complete	h1tg000009l_path:610781-609600	610781	609600	-	228.2	234	https://www.orthodb.org/v10?query=34341at4891	MRG
34345at4891	Complete	h1tg000016l_path:353753-354442	353753	354442	+	233.2	149	https://www.orthodb.org/v10?query=34345at4891	iron-sulfur cluster assembly protein
34378at4891	Complete	h1tg000014l_path:998866-999822	998866	999822	+	218.4	221	https://www.orthodb.org/v10?query=34378at4891	Zinc finger, RING-type
34416at4891	Complete	h1tg000005l_path:658993-658352	658993	658352	-	209.3	155	https://www.orthodb.org/v10?query=34416at4891	Vesicle transport v-SNARE, N-terminal
34449at4891	Complete	h1tg000002l_path:729888-728299	729888	728299	-	213.9	222	https://www.orthodb.org/v10?query=34449at4891	Nucleoporin Nup54, alpha-helical domain
34458at4891	Complete	h1tg000002l_path:375008-374643	375008	374643	-	155.9	86	https://www.orthodb.org/v10?query=34458at4891	DNA-directed RNA polymerase subunit
34467at4891	Complete	h1tg000007l_path:215780-216313	215780	216313	+	206.7	131	https://www.orthodb.org/v10?query=34467at4891	Actin-related protein 2/3 complex subunit 3
34470at4891	Complete	h1tg000012l_path:452644-453207	452644	453207	+	220.8	147	https://www.orthodb.org/v10?query=34470at4891	Inorganic phosphate transport PHO88
34512at4891	Complete	h1tg000008l_path:77897-78448	77897	78448	+	200.1	128	https://www.orthodb.org/v10?query=34512at4891	Uncharacterised protein family UPF0220
34514at4891	Complete	h1tg000014l_path:935726-935186	935726	935186	-	142.8	112	https://www.orthodb.org/v10?query=34514at4891	Riboflavin kinase
34531at4891	Complete	h1tg000014l_path:734102-734764	734102	734764	+	196.0	164	https://www.orthodb.org/v10?query=34531at4891	ERF1 methyltransferase catalytic subunit MTQ2
34547at4891	Complete	h1tg000008l_path:400746-401606	400746	401606	+	216.4	277	https://www.orthodb.org/v10?query=34547at4891	SNARE
34586at4891	Complete	h1tg000014l_path:442974-443414	442974	443414	+	178.5	117	https://www.orthodb.org/v10?query=34586at4891	ATP synthase, F1 complex, delta/epsilon subunit
34589at4891	Complete	h1tg000004l_path:83090-83560	83090	83560	+	248.1	143	https://www.orthodb.org/v10?query=34589at4891	EF-hand domain
34595at4891	Complete	h1tg000014l_path:1288772-1288146	1288772	1288146	-	230.6	165	https://www.orthodb.org/v10?query=34595at4891	Phosphoribosylglycinamide formyltransferase
34600at4891	Complete	h1tg000008l_path:472332-473021	472332	473021	+	177.8	116	https://www.orthodb.org/v10?query=34600at4891	Zinc finger C2H2 superfamily
34687at4891	Complete	h1tg000003l_path:187582-187136	187582	187136	-	192.7	135	https://www.orthodb.org/v10?query=34687at4891	LSM domain, eukaryotic/archaea-type
34715at4891	Complete	h1tg000012l_path:724404-726416	724404	726416	+	208.7	244	https://www.orthodb.org/v10?query=34715at4891	conserved hypothetical protein
34739at4891	Complete	h1tg000002l_path:885958-884735	885958	884735	-	259.2	216	https://www.orthodb.org/v10?query=34739at4891	Peripheral subunit-binding domain
34763at4891	Complete	h1tg000015l_path:238081-237707	238081	237707	-	158.9	98	https://www.orthodb.org/v10?query=34763at4891	Erg28
34789at4891	Fragmented	h1tg000003l_path:314795-314316	314795	314316	-	71.9	79	https://www.orthodb.org/v10?query=34789at4891	Mitochondrial peculiar membrane protein 1
34811at4891	Complete	h1tg000002l_path:905299-905742	905299	905742	+	103.1	98	https://www.orthodb.org/v10?query=34811at4891	Rhodanese-like domain
34813at4891	Complete	h1tg000014l_path:65200-65720	65200	65720	+	188.9	132	https://www.orthodb.org/v10?query=34813at4891	D-aminoacyl-tRNA deacylase
34824at4891	Complete	h1tg000014l_path:548281-547952	548281	547952	-	139.0	76	https://www.orthodb.org/v10?query=34824at4891	DNA-directed RNA polymerase subunit
34835at4891	Complete	h1tg000004l_path:429561-430358	429561	430358	+	159.2	173	https://www.orthodb.org/v10?query=34835at4891	F-actin-capping protein subunit alpha
34839at4891	Complete	h1tg000008l_path:713030-712173	713030	712173	-	155.9	159	https://www.orthodb.org/v10?query=34839at4891	Transcription initiation factor IIA large subunit
34849at4891	Complete	h1tg000008l_path:878211-877759	878211	877759	-	200.3	124	https://www.orthodb.org/v10?query=34849at4891	Multiprotein-bridging factor 1
34895at4891	Complete	h1tg000013l_path:28074-28943	28074	28943	+	338.0	222	https://www.orthodb.org/v10?query=34895at4891	MT-A70-like
34901at4891	Complete	h1tg000009l_path:797749-796751	797749	796751	-	289.2	252	https://www.orthodb.org/v10?query=34901at4891	transcription factor activity, RNA polymerase II transcription factor binding
34922at4891	Complete	h1tg000006l_path:694724-694317	694724	694317	-	195.7	110	https://www.orthodb.org/v10?query=34922at4891	ribosomal protein S12
34959at4891	Complete	h1tg000001l_path:189269-187980	189269	187980	-	225.9	205	https://www.orthodb.org/v10?query=34959at4891	Pheromone alpha factor receptor
35014at4891	Complete	h1tg000016l_path:67460-66321	67460	66321	-	101.2	140	https://www.orthodb.org/v10?query=35014at4891	Transcriptional repressor OPI1
35020at4891	Complete	h1tg000014l_path:1277643-1278332	1277643	1278332	+	231.0	156	https://www.orthodb.org/v10?query=35020at4891	Ribosomal protein L23/L15e core domain superfamily
35036at4891	Complete	h1tg000014l_path:618272-617445	618272	617445	-	263.9	229	https://www.orthodb.org/v10?query=35036at4891	nucleolar
35040at4891	Complete	h1tg000008l_path:644736-643824	644736	643824	-	196.1	199	https://www.orthodb.org/v10?query=35040at4891	Uncharacterised protein family UPF0363
35061at4891	Complete	h1tg000015l_path:302885-303271	302885	303271	+	223.8	106	https://www.orthodb.org/v10?query=35061at4891	Vacuolar transporter chaperone 1
35062at4891	Complete	h1tg000015l_path:102043-102420	102043	102420	+	189.1	106	https://www.orthodb.org/v10?query=35062at4891	ribonucleoprotein-associated protein
35082at4891	Complete	h1tg000003l_path:618090-618872	618090	618872	+	233.8	199	https://www.orthodb.org/v10?query=35082at4891	Manganese/iron superoxide dismutase, C-terminal
35083at4891	Complete	h1tg000014l_path:1196184-1195336	1196184	1195336	-	236.6	225	https://www.orthodb.org/v10?query=35083at4891	Protein BCP1
35117at4891	Complete	h1tg000009l_path:677981-678427	677981	678427	+	220.2	131	https://www.orthodb.org/v10?query=35117at4891	Cytosine deaminase
35136at4891	Complete	h1tg000012l_path:504796-505143	504796	505143	+	193.0	91	https://www.orthodb.org/v10?query=35136at4891	Cyclin-dependent kinases regulatory subunit
35139at4891	Complete	h1tg000006l_path:707740-708141	707740	708141	+	161.5	109	https://www.orthodb.org/v10?query=35139at4891	Multifunctional methyltransferase subunit TRM112
35160at4891	Complete	h1tg000004l_path:566047-565583	566047	565583	-	244.2	146	https://www.orthodb.org/v10?query=35160at4891	mitochondrial import protein Pam17
35165at4891	Complete	h1tg000007l_path:810099-809551	810099	809551	-	155.3	159	https://www.orthodb.org/v10?query=35165at4891	Signal peptidase subunit 3
35193at4891	Complete	h1tg000009l_path:254801-255730	254801	255730	+	289.8	203	https://www.orthodb.org/v10?query=35193at4891	RNA cap guanine-N2 methyltransferase
35210at4891	Complete	h1tg000015l_path:56203-54179	56203	54179	-	378.8	494	https://www.orthodb.org/v10?query=35210at4891	NatC N(alpha)-terminal acetyltransferase, Mak10 subunit
35216at4891	Complete	h1tg000008l_path:253863-253438	253863	253438	-	217.0	122	https://www.orthodb.org/v10?query=35216at4891	ribosomal protein S19
35223at4891	Complete	h1tg000015l_path:254382-254038	254382	254038	-	118.8	77	https://www.orthodb.org/v10?query=35223at4891	Ribosomal protein S18
35318at4891	Complete	h1tg000004l_path:130688-131101	130688	131101	+	116.8	99	https://www.orthodb.org/v10?query=35318at4891	ribosomal protein L14
35328at4891	Complete	h1tg000007l_path:911675-912168	911675	912168	+	155.5	97	https://www.orthodb.org/v10?query=35328at4891	Mitochondrial import inner membrane translocase subunit TIM14
35333at4891	Complete	h1tg000002l_path:63801-63256	63801	63256	-	138.8	101	https://www.orthodb.org/v10?query=35333at4891	ER membrane protein complex subunit 4
35367at4891	Complete	h1tg000015l_path:139839-138997	139839	138997	-	163.8	153	https://www.orthodb.org/v10?query=35367at4891	transcriptional repressor activity, RNA polymerase II transcription factor binding
35426at4891	Complete	h1tg000014l_path:373538-372624	373538	372624	-	142.5	186	https://www.orthodb.org/v10?query=35426at4891	Adenine nucleotide alpha hydrolases-like protein
35427at4891	Complete	h1tg000005l_path:897460-898273	897460	898273	+	134.3	176	https://www.orthodb.org/v10?query=35427at4891	Elongator complex protein 6
35459at4891	Missing
35478at4891	Complete	h1tg000014l_path:613976-613380	613976	613380	-	247.9	164	https://www.orthodb.org/v10?query=35478at4891	Golgi apparatus membrane protein TVP23
35504at4891	Complete	h1tg000008l_path:1029153-1028725	1029153	1028725	-	199.6	125	https://www.orthodb.org/v10?query=35504at4891	40S ribosomal protein S12
35506at4891	Complete	h1tg000004l_path:579514-579954	579514	579954	+	128.7	90	https://www.orthodb.org/v10?query=35506at4891	Uncharacterised protein family UPF0538
35513at4891	Complete	h1tg000008l_path:196849-197277	196849	197277	+	179.5	106	https://www.orthodb.org/v10?query=35513at4891	Succinate dehydrogenase assembly factor 2, mitochondrial
35518at4891	Complete	h1tg000011l_path:58360-57959	58360	57959	-	107.0	93	https://www.orthodb.org/v10?query=35518at4891	Glycine cleavage system H protein
35584at4891	Complete	h1tg000003l_path:555043-555417	555043	555417	+	183.9	117	https://www.orthodb.org/v10?query=35584at4891	DNA-directed RNA polymerase subunit
35588at4891	Complete	h1tg000016l_path:210132-210563	210132	210563	+	202.3	104	https://www.orthodb.org/v10?query=35588at4891	Cytochrome c oxidase, subunit Va/VI
35656at4891	Complete	h1tg000002l_path:311140-312097	311140	312097	+	231.8	127	https://www.orthodb.org/v10?query=35656at4891	Ribosomal L18e/L15P superfamily
35669at4891	Complete	h1tg000012l_path:379951-379244	379951	379244	-	118.8	124	https://www.orthodb.org/v10?query=35669at4891	UDP-N-acetylglucosamine transferase subunit ALG14
35670at4891	Complete	h1tg000007l_path:990634-989885	990634	989885	-	238.6	117	https://www.orthodb.org/v10?query=35670at4891	FeS cluster insertion, C-terminal, conserved site
35699at4891	Complete	h1tg000016l_path:501011-499845	501011	499845	-	219.8	246	https://www.orthodb.org/v10?query=35699at4891	DHHA2 domain
35750at4891	Complete	h1tg000008l_path:316478-316119	316478	316119	-	187.8	108	https://www.orthodb.org/v10?query=35750at4891	DNA-directed RNA polymerase, RBP11-like dimerisation domain
35760at4891	Complete	h1tg000005l_path:788892-788434	788892	788434	-	236.5	123	https://www.orthodb.org/v10?query=35760at4891	Translation initiation factor 1A (eIF-1A)
35771at4891	Complete	h1tg000013l_path:118828-119184	118828	119184	+	135.7	96	https://www.orthodb.org/v10?query=35771at4891	mitochondrial ribosomal large subunit protein
35787at4891	Complete	h1tg000002l_path:1038571-1037888	1038571	1037888	-	132.4	154	https://www.orthodb.org/v10?query=35787at4891	rRNA-processing protein EFG1
35796at4891	Complete	h1tg000005l_path:831455-832309	831455	832309	+	161.3	145	https://www.orthodb.org/v10?query=35796at4891	LmbE-like protein
35823at4891	Complete	h1tg000012l_path:742390-742031	742390	742031	-	160.7	96	https://www.orthodb.org/v10?query=35823at4891	Protein of unknown function DUF1674
35842at4891	Complete	h1tg000009l_path:555117-554428	555117	554428	-	208.8	170	https://www.orthodb.org/v10?query=35842at4891	Winged helix-like DNA-binding domain superfamily
35844at4891	Complete	h1tg000004l_path:185737-185345	185737	185345	-	123.1	112	https://www.orthodb.org/v10?query=35844at4891	54S ribosomal protein L31, mitochondrial
35877at4891	Complete	h1tg000002l_path:505839-504814	505839	504814	-	252.3	229	https://www.orthodb.org/v10?query=35877at4891	Transcription initiation factor IIF subunit beta
35904at4891	Complete	h1tg000008l_path:519644-520396	519644	520396	+	149.6	129	https://www.orthodb.org/v10?query=35904at4891	SNARE
35907at4891	Complete	h1tg000014l_path:971422-969995	971422	969995	-	372.2	378	https://www.orthodb.org/v10?query=35907at4891	Ribosomal lysine N-methyltransferase 4
35912at4891	Complete	h1tg000008l_path:292373-291353	292373	291353	-	262.3	208	https://www.orthodb.org/v10?query=35912at4891	SNARE
35931at4891	Complete	h1tg000002l_path:346979-346581	346979	346581	-	191.6	110	https://www.orthodb.org/v10?query=35931at4891	Ubiquitin-conjugating enzyme variant MMS2
35950at4891	Complete	h1tg000008l_path:560113-559454	560113	559454	-	285.8	174	https://www.orthodb.org/v10?query=35950at4891	5-demethoxyubiquinone hydroxylase, mitochondrial
35981at4891	Complete	h1tg000007l_path:831609-832076	831609	832076	+	114.4	133	https://www.orthodb.org/v10?query=35981at4891	Uncharacterized membrane protein
36033at4891	Complete	h1tg000017l_path:156040-157158	156040	157158	+	305.9	280	https://www.orthodb.org/v10?query=36033at4891	Mitotic exit network interactor 1
36106at4891	Complete	h1tg000008l_path:70662-71024	70662	71024	+	143.1	70	https://www.orthodb.org/v10?query=36106at4891	Zinc finger, RING-type
36113at4891	Complete	h1tg000008l_path:553074-552720	553074	552720	-	137.0	102	https://www.orthodb.org/v10?query=36113at4891	Profilin
36167at4891	Complete	h1tg000006l_path:185551-186303	185551	186303	+	230.5	189	https://www.orthodb.org/v10?query=36167at4891	similar to Saccharomyces cerevisiae YNL246W VPS75 NAP family histone chaperone
36168at4891	Complete	h1tg000007l_path:537570-538364	537570	538364	+	244.6	217	https://www.orthodb.org/v10?query=36168at4891	Eukaryotic translation initiation factor 3 subunit J
36186at4891	Complete	h1tg000014l_path:272414-273517	272414	273517	+	238.9	258	https://www.orthodb.org/v10?query=36186at4891	Non-structural maintenance of chromosome element 4
36195at4891	Complete	h1tg000017l_path:335101-335508	335101	335508	+	190.8	124	https://www.orthodb.org/v10?query=36195at4891	thioredoxin-like protein
36239at4891	Complete	h1tg000014l_path:619562-618621	619562	618621	-	124.5	168	https://www.orthodb.org/v10?query=36239at4891	pre-mRNA 3'-splice site binding
36248at4891	Complete	h1tg000006l_path:476566-476138	476566	476138	-	162.2	96	https://www.orthodb.org/v10?query=36248at4891	Ribosomal protein S13
36258at4891	Complete	h1tg000017l_path:364849-365232	364849	365232	+	149.1	101	https://www.orthodb.org/v10?query=36258at4891	RNA-binding domain superfamily
36316at4891	Complete	h1tg000014l_path:433403-433897	433403	433897	+	102.1	68	https://www.orthodb.org/v10?query=36316at4891	anaphase promoting complex subunit 11
36328at4891	Complete	h1tg000002l_path:458029-457403	458029	457403	-	130.3	135	https://www.orthodb.org/v10?query=36328at4891	Golgi to ER traffic protein 1
36350at4891	Complete	h1tg000009l_path:228282-228737	228282	228737	+	192.6	108	https://www.orthodb.org/v10?query=36350at4891	Cytochrome b5-like heme/steroid binding domain
36374at4891	Complete	h1tg000015l_path:82702-81508	82702	81508	-	294.9	228	https://www.orthodb.org/v10?query=36374at4891	XPC-binding domain
36407at4891	Complete	h1tg000006l_path:110898-112853	110898	112853	+	444.8	443	https://www.orthodb.org/v10?query=36407at4891	Plasma membrane fusion protein PRM1
36448at4891	Complete	h1tg000014l_path:98530-99129	98530	99129	+	221.5	165	https://www.orthodb.org/v10?query=36448at4891	Ribosomal protein L10P
36485at4891	Complete	h1tg000002l_path:459823-459272	459823	459272	-	194.9	154	https://www.orthodb.org/v10?query=36485at4891	Co-chaperone Hsc20
36486at4891	Complete	h1tg000002l_path:543741-544372	543741	544372	+	230.3	131	https://www.orthodb.org/v10?query=36486at4891	Sulfhydryl oxidase
36529at4891	Complete	h1tg000005l_path:421912-421250	421912	421250	-	199.5	160	https://www.orthodb.org/v10?query=36529at4891	Snf7 family
36572at4891	Complete	h1tg000004l_path:437746-437363	437746	437363	-	136.0	91	https://www.orthodb.org/v10?query=36572at4891	ribosomal protein S6
36573at4891	Complete	h1tg000015l_path:69951-70364	69951	70364	+	130.7	92	https://www.orthodb.org/v10?query=36573at4891	Chromatin-remodeling complex subunit IES6
36583at4891	Complete	h1tg000002l_path:375460-375840	375460	375840	+	145.9	94	https://www.orthodb.org/v10?query=36583at4891	Ribosomal protein L7/L12
36627at4891	Complete	h1tg000008l_path:841865-842338	841865	842338	+	113.7	120	https://www.orthodb.org/v10?query=36627at4891	Cap-associated protein CAF20
36646at4891	Complete	h1tg000004l_path:360415-361086	360415	361086	+	257.9	193	https://www.orthodb.org/v10?query=36646at4891	Snf7 family
36650at4891	Complete	h1tg000016l_path:75408-75770	75408	75770	+	165.2	93	https://www.orthodb.org/v10?query=36650at4891	Ribosomal protein S10
36716at4891	Complete	h1tg000012l_path:722514-722927	722514	722927	+	223.2	129	https://www.orthodb.org/v10?query=36716at4891	Deoxyuridine 5'-triphosphate nucleotidohydrolase
36731at4891	Complete	h1tg000008l_path:127007-126348	127007	126348	-	200.0	167	https://www.orthodb.org/v10?query=36731at4891	phosphotransferase KptA/Tpt1
36787at4891	Complete	h1tg000009l_path:877592-877248	877592	877248	-	144.0	94	https://www.orthodb.org/v10?query=36787at4891	glucocorticoid receptor-like (DNA-binding domain)
36796at4891	Complete	h1tg000015l_path:172191-172565	172191	172565	+	202.6	111	https://www.orthodb.org/v10?query=36796at4891	Nuclear transport factor 2
36811at4891	Complete	h1tg000006l_path:412750-413073	412750	413073	+	166.9	89	https://www.orthodb.org/v10?query=36811at4891	DNA-directed RNA polymerase, RBP11-like dimerisation domain
36821at4891	Complete	h1tg000009l_path:73718-73341	73718	73341	-	246.4	117	https://www.orthodb.org/v10?query=36821at4891	2Fe-2S ferredoxin-like superfamily
36839at4891	Complete	h1tg000004l_path:272103-273434	272103	273434	+	185.8	254	https://www.orthodb.org/v10?query=36839at4891	Smr domain
36879at4891	Complete	h1tg000002l_path:527498-527145	527498	527145	-	160.2	115	https://www.orthodb.org/v10?query=36879at4891	V-type proton ATPase subunit F
36882at4891	Complete	h1tg000008l_path:81110-81523	81110	81523	+	261.1	135	https://www.orthodb.org/v10?query=36882at4891	Ribosomal protein L23/L15e core domain superfamily
36885at4891	Complete	h1tg000015l_path:100872-101348	100872	101348	+	241.5	133	https://www.orthodb.org/v10?query=36885at4891	V-type proton ATPase proteolipid subunit
36899at4891	Complete	h1tg000009l_path:647826-647239	647826	647239	-	234.9	158	https://www.orthodb.org/v10?query=36899at4891	Sulfhydryl oxidase
36968at4891	Complete	h1tg000014l_path:33900-33409	33900	33409	-	127.4	111	https://www.orthodb.org/v10?query=36968at4891	histidine-phosphotransfer domain, HPT domain-containing protein
36972at4891	Complete	h1tg000015l_path:398649-397630	398649	397630	-	338.6	329	https://www.orthodb.org/v10?query=36972at4891	SH3 domain
36980at4891	Complete	h1tg000005l_path:794152-794574	794152	794574	+	106.8	109	https://www.orthodb.org/v10?query=36980at4891	Histone deacetylase complex subunit SAP30/SAP30-like
37011at4891	Complete	h1tg000014l_path:1260017-1261162	1260017	1261162	+	260.1	200	https://www.orthodb.org/v10?query=37011at4891	Sensitive to high expression protein 9, mitochondrial
37075at4891	Complete	h1tg000002l_path:1046512-1045763	1046512	1045763	-	211.2	161	https://www.orthodb.org/v10?query=37075at4891	Putative pantetheine-phosphate adenylyltransferase
37089at4891	Duplicated	h1tg000007l_path:146272-146959	146272	146959	+	196.5	103	https://www.orthodb.org/v10?query=37089at4891	Ribosomal protein L31e
